DEPTH,TVD,ROP,WOH,WOB_AVG,TORQUE_SURF,TORQUE_MIN,TORQUE_MAX,TOT BIT_RPM,FLOWIN,SPP_AVG,SPM1,SPM2,SPM3,SPM4,Mud Weight In,Mud Weight Out,Temperature In,Temperature Out,D-Exponent Bit Wear,Total RPM [Surface + DHM],Stand Pipe Pressure,PUMP_TIME,TotalRotaryTime,Bit Time,Bit Run,TotalSurfaceCumRevOnBottom,PSACTIVE
         m,         m,       m/h,      klbm,      klbm,   klbf.ft,   klbf.ft,   klbf.ft,1/min,       gpm,       psi,1/min,1/min,1/min,1/min,g/cm3,g/cm3,      degC,      degC,       Euc,1/min,       psi,         h,         h,         h,         m,       Euc,          bbl
766,765.96,36.26,217.92,1.93,4.28,1.74,8.1,180,1350.56,2790.99,75,75,75,75,1.111,-0.001,26.6,25.7,1,180,2790.99,25.13,52.42,8.41,141.15,26610,728.41
766.5,766.46,16.71,205.27,13.09,4.89,2.8,5.94,180,1349.93,2859.88,75,75,75,75,1.111,-0.001,26.6,25.6,1,180,2859.88,25.15,52.45,8.43,141.54,26699,758.13
767,766.96,20.32,204.44,13.91,6.1,5.19,7.16,180,1351.73,2870.3,75,75,75,75,1.111,-0.001,26.7,25.6,1,180,2870.3,25.18,52.48,8.46,142.03,26795,764.56
767.5,767.46,21.31,197.6,20.76,5.36,3.16,6.42,180,1350.41,2879,75,75,75,75,1.111,-0.001,26.7,25.6,1,180,2879,25.2,52.5,8.48,142.33,26869,764.56
768,767.96,33.7,199.25,19.1,5.15,4.93,5.4,180,1349.1,2862.08,75,75,75,75,1.111,-0.001,26.7,25.6,1,180,2862.08,25.21,52.51,8.49,143.23,26914,764.31
768.5,768.46,40.64,201.14,17.21,5.89,4.41,6.88,180,1348.57,2871.75,75,75,75,75,1.111,-0.001,26.7,25.6,1,180,2871.75,25.23,52.52,8.51,143.61,26964,764.3
769,768.96,42.69,202.34,16.02,5.39,4.89,5.88,180,1348.7,2883.35,75,75,75,75,1.111,-0.001,26.7,25.6,1,180,2883.35,25.24,52.53,8.52,143.93,27006,764.62
769.5,769.46,44.26,196.68,21.67,7.42,6.11,8.49,180,1352.7,2932.18,75,75,75,75,1.111,-0.001,26.7,25.6,1,180,2932.18,25.25,52.55,8.53,144.42,27049,764.37
770,769.96,42.27,194.11,24.25,8.31,8.19,8.37,180,1351.8,2924.93,75,75,75,75,1.111,-0.001,26.7,25.6,1,180,2924.93,25.26,52.56,8.54,145.06,27094,764.09
770.5,770.46,26.2,211.38,6.98,4.6,3.15,5.86,180,1350.73,2863.05,75,75,75,75,1.111,-0.001,26.9,25.5,1,180,2863.05,25.66,53.11,8.59,145.6,27233,761.57
771,770.96,22.34,207.6,10.76,4.99,3.72,6.19,180,1351.54,2884.18,75,75,75,75,1.111,-0.001,26.9,25.5,1,180,2884.18,25.67,53.12,8.61,145.99,27299,761.93
771.5,771.46,41.62,204.77,13.59,5.43,4.86,5.83,180,1350.9,2920.09,75,75,75,75,1.111,-0.001,26.9,25.5,1,180,2920.09,25.68,53.13,8.62,146.38,27331,762.15
772,771.96,44.95,199.47,18.88,6.06,5.45,6.56,180,1352.16,2923.96,75,75,75,75,1.111,-0.001,26.9,25.5,1,180,2923.96,25.69,53.15,8.63,147.02,27375,762.16
772.5,772.46,39.93,198.37,19.98,8.02,6.83,8.76,181,1352.54,2935.56,75,75,75,75,1.111,-0.001,26.9,25.5,1,181,2935.56,25.71,53.16,8.64,147.79,27422,762.43
773,772.96,43.76,198.89,19.47,5.74,3.98,7.44,180,1349.64,2929.76,75,75,75,75,1.111,-0.001,26.9,25.5,1,180,2929.76,25.72,53.17,8.66,147.93,27466,762.65
773.5,773.46,50.57,211.93,6.43,4.4,4.24,4.61,180,1348.85,2857.24,75,75,75,75,1.111,-0.001,26.9,25.5,1,180,2857.24,25.73,53.18,8.67,148.58,27502,762.38
774,773.96,28.83,211.38,6.98,10.33,8.91,12.94,180,1348.52,2868.12,75,75,75,75,1.111,-0.001,26.9,25.5,1,180,2868.12,25.74,53.19,8.68,148.94,27538,762.63
774.5,774.46,13.5,218.49,0.8,3.33,2.43,4.91,160,1350.64,2821.64,75,75,75,75,1.111,-0.001,26.8,25.5,1,160,2821.64,25.9,53.35,8.76,149.41,27756,764.32
775,774.96,27.04,213.22,5.14,4.93,4.2,5.8,160,1349.37,2835.49,75,75,75,75,1.111,-0.001,26.8,25.5,1,160,2835.49,25.92,53.37,8.78,149.83,27799,764.26
775.5,775.46,38.33,208.81,9.55,5.72,3.49,7.93,170,1351.98,2881.42,75,75,75,75,1.111,-0.001,26.8,25.5,1,170,2881.42,25.93,53.38,8.79,150.44,27832,764.23
776,775.96,24.13,220.49,0.24,7.32,6.33,8.03,170,1352,2829.2,75,75,75,75,1.111,-0.001,26.8,25.5,1,170,2829.2,18.36,53.49,8.86,151.14,28033,758.65
776.5,776.46,9.42,213.18,5.17,4.05,2.28,5.52,170,1349.51,2849.33,75,75,75,75,1.111,-0.001,26.8,25.5,1,170,2849.33,26.1,53.54,8.91,151.65,28197,758.21
777,776.96,26.43,214.47,3.89,4.12,3.61,4.71,170,1350.81,2848.54,75,75,75,75,1.111,-0.001,26.8,25.5,1,170,2848.54,26.12,53.57,8.94,152.14,28275,758.36
777.5,777.46,45.5,207.34,11.02,8.4,6.27,9.76,171,1350.63,2876.58,75,75,75,75,1.111,-0.001,26.7,25.5,1,171,2876.58,26.13,53.58,8.95,152.32,28312,759.3
778,777.95,34.56,213.03,5.32,4.51,3.93,6.11,170,1351.89,2842.74,75,75,75,75,1.111,-0.001,26.7,25.5,1,170,2842.74,26.14,53.59,8.96,153.27,28341,758.83
778.5,778.45,25.77,213.36,4.99,3.86,3.29,4.91,162,1348.54,2851.44,75,75,75,75,1.111,-0.001,26.7,25.5,1,162,2851.44,26.29,53.73,8.98,153.51,28412,761
779,778.95,35.23,213.31,5.05,9.33,4.65,15.04,170,1351.62,2871.75,75,75,75,75,1.111,-0.001,26.7,25.4,1,170,2871.75,26.3,53.74,9,153.84,28448,759.61
779.5,779.45,29.15,213.8,3.67,5.53,3.57,7.54,170,1352,2851.44,75,75,75,75,1.111,-0.001,26.6,25.5,1,170,2851.44,26.31,53.75,9.01,154.68,28488,763.24
780,779.95,14.28,211.56,6.79,4.51,3.3,6.17,175,1351.53,2862.08,75,75,75,75,1.111,-0.001,26.6,25.4,1,175,2862.08,26.34,53.78,9.04,154.79,28576,764.61
780.5,780.45,10.81,214.14,4.22,5.01,2.48,7.75,150,1348.79,2850.9,75,75,75,75,1.111,-0.001,26.5,25.4,1,150,2850.9,26.64,54.08,9.11,155.28,28739,763.33
781,780.95,14.88,212.27,6.08,9.2,3.26,11.58,160,1351.38,2905.59,75,75,75,75,1.111,-0.001,26.5,25.4,1,160,2905.59,26.68,54.11,9.15,155.95,28816,762.12
781.5,781.45,20.02,214.14,4.22,11.16,4.83,13.77,169,1351.12,2883.14,75,75,75,75,1.111,-0.001,26.5,25.4,1,169,2883.14,26.71,54.14,9.17,156.29,28886,762.29
782,781.95,29.32,214.82,3.62,5,2.57,6.66,171,1351.25,2859.06,75,75,75,75,1.111,-0.001,26.5,25.4,1,171,2859.06,26.72,54.16,9.19,156.76,28942,761.94
782.5,782.45,33.14,216.3,2.35,7.89,5.12,13.49,175,1349.55,2852.41,75,75,75,75,1.111,-0.001,26.5,25.3,1,175,2852.41,26.74,54.17,9.21,157.48,28993,760.14
783,782.95,24.5,211.38,6.98,4.7,3.03,6.4,175,1351.78,2770.22,75,75,75,75,1.111,-0.001,26.5,25.3,1,175,2770.22,26.76,54.19,9.23,157.81,29056,721.68
783.5,783.45,25.32,210.55,7.8,15.15,14.56,15.68,176,1352.43,2175.57,75,75,75,75,1.111,-0.001,26.5,25.3,1,176,2175.57,26.78,54.21,9.25,158.22,29118,687.57
784,783.95,14.83,211.9,6.45,15.23,12.28,17.15,176,1352.74,2135.87,75,75,75,75,1.111,-0.001,26.4,25.3,1,176,2135.87,26.81,54.25,9.28,158.73,29229,669.45
784.5,784.45,15.3,215.05,3.3,8.54,3.19,10.53,176,1351.26,2837.91,75,75,75,75,1.111,-0.001,26.4,25.3,1,176,2837.91,26.86,54.29,9.32,159.28,29366,669.76
785,784.95,19.75,214.39,4.11,8.86,7.46,11.09,175,1351.69,2840.81,75,75,75,75,1.111,-0.001,26.4,25.3,1,175,2840.81,26.88,54.31,9.35,159.86,29452,668.77
785.5,785.45,25.61,215.79,2.64,9.64,9.05,10.48,175,1351.35,2868.85,75,75,75,75,1.111,-0.001,26.4,25.3,1,175,2868.85,26.9,54.33,9.37,160.36,29512,668.11
786,785.95,26.57,213.41,4.94,13.09,12.55,13.85,175,1348.96,2846.09,75,75,75,75,1.111,-0.001,26.4,25.3,1,175,2846.09,26.92,54.35,9.38,160.77,29570,668.19
786.5,786.45,16.73,210.28,8.08,14.39,13.84,14.93,175,1351.7,2886.25,75,75,75,75,1.111,-0.001,26.4,25.2,1,175,2886.25,26.94,54.37,9.41,161.51,29646,668.23
787,786.95,10.38,214.35,4.01,7,2.53,10.93,180,1351.91,2852.78,75,75,75,75,1.111,-0.001,26.4,25.2,1,180,2852.78,26.99,54.42,9.46,161.89,29811,669
787.5,787.45,26.65,215.79,2.57,14.51,13.6,15.17,180,1348.79,2993.58,75,75,75,75,1.111,-0.001,26.4,25.2,1,180,2993.58,27.01,54.44,9.47,162.34,29875,669.17
788,787.95,24.47,210.09,8.26,11.11,10.85,11.41,180,1349.15,2905.59,75,75,75,75,1.111,-0.001,26.4,25.2,1,180,2905.59,27.03,54.46,9.49,162.86,29942,668.94
788.5,788.45,19.5,212.81,5.54,11.02,8.25,12.53,180,1350.65,2849.99,75,75,75,75,1.111,-0.001,26.4,25,1,180,2849.99,27.06,54.49,9.53,163.33,30064,683.93
789,788.95,24.75,213.71,4.64,6.01,2.36,13.65,180,1351.45,2870.89,75,75,75,75,1.111,-0.001,26.4,25,1,180,2870.89,27.08,54.52,9.55,163.96,30152,704.75
789.5,789.45,18.7,210.83,7.53,4.28,4.08,4.64,180,1349.6,2879,75,75,75,75,1.111,-0.001,26.4,25,1,180,2879,27.11,54.54,9.57,164.23,30235,715.01
790,789.95,22.6,211.97,6.39,3.71,2.81,4.77,180,1352.14,2873.68,75,75,75,75,1.111,-0.001,26.4,25,1,180,2873.68,27.13,54.56,9.6,164.69,30317,724.17
790.5,790.45,21.91,213.47,5.87,3,2.54,4.06,180,1351.08,2865.3,75,75,75,75,1.111,-0.001,26.4,24.9,1,180,2865.3,19.47,54.59,9.62,165.78,30397,745.9
791,790.95,11.01,210.35,8.01,12.79,11.7,14.33,180,1349.28,2862.72,75,75,75,75,1.111,-0.001,26.5,24.9,1,180,2862.72,27.21,54.64,9.67,166.06,30584,760.82
791.5,791.45,9.09,209.11,9.25,9.4,8.12,10.72,170,1350.71,2858.1,75,75,75,75,1.111,-0.001,26.5,24.8,1,170,2858.1,27.27,54.7,9.73,166.61,30797,760.09
792,791.95,12.15,206.97,11.39,7.94,5.47,9.96,170,1351.42,2900.76,75,75,75,75,1.111,-0.001,26.5,24.7,1,170,2900.76,27.32,54.75,9.77,166.87,30923,759.94
792.5,792.45,16.55,209.91,8.45,8.64,7.88,9.26,170,1350.99,2884.64,75,75,75,75,1.111,-0.001,26.5,24.7,1,170,2884.64,27.34,54.77,9.8,167.18,30992,760.21
793,792.95,29.48,208.07,10.28,6.23,5.14,7.51,170,1352.03,2886.25,75,75,75,75,1.111,-0.001,26.5,24.7,1,170,2886.25,27.35,54.78,9.81,167.72,31024,760.18
793.5,793.45,39.21,208.29,10.06,7.37,6.25,8.3,170,1350.43,2886.25,75,75,75,75,1.111,-0.001,26.5,24.7,1,170,2886.25,27.37,54.8,9.82,168.31,31069,760.59
794,793.95,35.14,208.86,9.5,7.03,6.36,7.97,170,1348.3,2875.89,75,75,75,75,1.111,-0.001,26.5,24.6,1,170,2875.89,27.38,54.81,9.84,168.69,31116,760.8
794.5,794.45,24.95,206.46,11.9,11,9.72,12.19,170,1351.55,2876.58,75,75,75,75,1.111,-0.001,26.5,24.6,1,170,2876.58,27.41,54.84,9.86,169.15,31189,761.23
795,794.95,19.72,209.17,9.18,9.6,7.6,10.84,170,1351.7,2879,75,75,75,75,1.111,-0.001,26.5,24.6,1,170,2879,27.44,54.87,9.89,169.67,31275,761.11
795.5,795.45,19.93,207.09,11.26,12.15,11.66,12.65,170,1351.29,2870.14,75,75,75,75,1.111,-0.001,26.5,24.5,1,170,2870.14,27.46,54.89,9.92,170.33,31347,760.87
796,795.95,24.12,207.85,10.5,13.59,13.31,13.78,170,1349.3,2894.95,75,75,75,75,1.111,-0.001,26.5,24.5,1,170,2894.95,27.48,54.91,9.93,170.68,31399,760.85
796.5,796.45,35.37,207.85,10.5,12.52,12.39,12.63,171,1350.7,2790.53,75,75,75,75,1.111,-0.001,26.5,24.5,1,171,2790.53,27.49,54.92,9.95,171.26,31439,742.86
797,796.95,42.04,217.21,1.36,10.25,10.01,10.76,170,1351.66,2683.2,75,75,75,75,1.111,-0.001,26.5,24.5,1,170,2683.2,27.5,54.93,9.96,172.06,31475,719.05
797.5,797.45,39.4,212.85,5.51,11.71,11.66,11.74,170,1353.15,2441.47,75,75,75,75,1.111,-0.001,26.5,24.5,1,170,2441.47,27.52,54.95,9.97,172.2,31514,693.92
798,797.95,42.53,217.26,1.1,11.14,10.72,11.74,171,1353.87,2030.53,75,75,75,75,1.111,-0.001,26.5,24.5,1,171,2030.53,27.53,54.96,9.98,172.62,31547,673.66
798.5,798.45,38.95,215.79,2.57,10.58,10.32,10.81,170,1353.44,2097.61,75,75,75,75,1.111,-0.001,26.5,24.4,1,170,2097.61,27.55,54.97,10,173.11,31597,661.37
799,798.95,33.57,213.03,5.32,6.29,4.64,8.3,170,1349.66,2110.3,75,75,75,75,1.111,-0.001,26.6,24.4,1,170,2110.3,27.56,54.99,10.01,173.64,31636,661.28
799.5,799.45,35.9,220.47,0.09,8.99,8.58,9.43,170,1350.41,2150.19,75,75,75,75,1.111,-0.001,26.5,24.4,1,170,2150.19,27.57,55,10.02,174.38,31673,661.52
800,799.95,39.67,211.65,6.7,8.46,8.4,8.58,170,1350.88,2632.44,75,75,75,75,1.111,-0.001,26.6,24.4,1,170,2632.44,27.58,55.01,10.04,174.68,31711,661.47
800.5,800.45,47.09,216.34,2.02,4.12,2.5,5.46,170,1351.69,2795.6,75,75,75,75,1.111,-0.001,26.5,24.4,1,170,2795.6,27.59,55.02,10.05,175.06,31745,660.99
801,800.95,45.16,216.67,1.69,9.13,8.73,9.67,170,1352.21,2831.14,75,75,75,75,1.111,-0.001,26.6,24.4,1,170,2831.14,27.61,55.03,10.06,175.56,31780,661.48
801.5,801.45,41.06,214.14,4.22,11.01,10.49,11.42,170,1351.27,2820.98,75,75,75,75,1.111,-0.001,26.5,24.4,1,170,2820.98,27.62,55.05,10.07,176.17,31818,661.65
802,801.95,42.9,218.76,0.77,4.77,1.8,11.52,171,1351.62,2838.39,75,75,75,75,1.111,-0.001,26.5,24.4,1,171,2838.39,27.63,55.06,10.08,176.93,31853,661.07
802.5,802.45,48.5,216.89,1.47,3.83,2.76,4.75,170,1351.98,2857.24,75,75,75,75,1.111,-0.001,26.5,24.4,1,170,2857.24,27.64,55.07,10.09,177.06,31879,662.06
803,802.95,51.63,210.28,8.08,9.87,9.86,9.88,170,1347.93,2862.08,75,75,75,75,1.111,-0.001,26.5,24.3,1,170,2862.08,27.65,55.08,10.1,177.71,31910,673.44
803.5,803.45,48.64,214.29,4.07,9.92,9.82,10.05,170,1349.88,2837.47,75,75,75,75,1.111,-0.001,26.5,24.3,1,170,2837.47,27.66,55.09,10.11,178.46,31938,684.38
804,803.95,49.35,212.11,6.24,11.53,11.14,11.99,170,1349.46,2862.08,75,75,75,75,1.111,-0.001,26.5,24.3,1,170,2862.08,27.67,55.1,10.12,178.46,31971,694.04
804.5,804.45,52.62,216.67,1.69,12.07,11.89,12.34,170,1351.89,2854.34,75,75,75,75,1.111,-0.001,26.5,24.3,1,170,2854.34,27.68,55.11,10.13,179.06,31998,700.15
805,804.95,51.63,215.24,3.12,6.34,6,6.69,170,1351.35,2849.99,75,75,75,75,1.111,-0.001,26.5,24.3,1,170,2849.99,27.69,55.12,10.14,179.48,32027,712.69
805.5,805.45,49.68,216.16,2.2,3.33,1.85,4.64,170,1351.08,2842.74,75,75,75,75,1.111,-0.001,26.5,24.3,1,170,2842.74,27.7,55.13,10.15,180.01,32060,721.9
806,805.95,47.75,215.51,2.84,3.21,2.51,3.51,171,1351.89,2853.62,75,75,75,75,1.111,-0.001,26.6,24.3,1,171,2853.62,27.71,55.14,10.16,180.55,32084,726.19
806.5,806.45,45.46,213.22,5.14,3.19,1.98,4.72,170,1352.34,2862.08,75,75,75,75,1.111,-0.001,26.6,24.3,1,170,2862.08,27.72,55.15,10.17,181.13,32117,737.69
807,806.95,45.14,216.89,2.08,3.71,2.8,4.83,170,1351.53,2847.57,75,75,75,75,1.111,-0.001,26.6,24.3,1,170,2847.57,27.73,55.16,10.18,181.58,32150,747.04
807.5,807.45,56.91,212.48,5.87,3.41,1.94,4.45,170,1348.81,2834.04,75,75,75,75,1.111,-0.001,26.6,24.3,1,170,2834.04,27.74,55.17,10.19,182.21,32177,755.29
808,807.95,48.3,218.73,0.49,6.11,5.66,6.9,170,1349.82,2847.57,75,75,75,75,1.111,-0.001,26.6,24.3,1,170,2847.57,27.75,55.18,10.2,182.59,32205,762.95
808.5,808.45,48.34,215.51,2.84,3.3,2.61,3.66,170,1349.19,2842.74,75,75,75,75,1.111,-0.001,26.5,24.3,1,170,2842.74,27.76,55.19,10.21,183.04,32237,765.28
809,808.95,57.22,214.96,3.39,2.91,1.37,3.5,170,1352.43,2853.62,75,75,75,75,1.111,-0.001,26.6,24.3,1,170,2853.62,27.77,55.2,10.22,183.94,32263,765.41
809.5,809.45,48.42,212.11,6.24,2.87,2.23,3.64,170,1351.35,2862.08,75,75,75,75,1.111,-0.001,26.6,24.2,1,170,2862.08,27.78,55.21,10.23,184.05,32294,764.67
810,809.95,50.87,212.7,5.65,4.15,2.24,6.04,180,1351.78,2860.14,75,75,75,75,1.111,-0.001,26.6,24.2,1,180,2860.14,27.79,55.22,10.24,184.49,32322,764.36
810.5,810.45,54.03,219.46,0,4.67,4.11,5.42,180,1353.15,2852.41,75,75,75,75,1.111,-0.001,26.5,24.2,1,180,2852.41,27.8,55.23,10.25,185.15,32358,764.28
811,810.95,50.78,219.1,0.49,4.91,4.03,6.07,180,1351.35,2852.41,75,75,75,75,1.111,-0.001,26.6,24.2,1,180,2852.41,27.81,55.24,10.26,185.68,32396,764.45
811.5,811.45,27.13,223.23,0,4.94,5.94,5.98,170,1349.12,2846.37,75,75,75,75,1.111,-0.001,26.4,23.7,1,170,2846.37,28.43,56.02,10.34,186.07,32624,749.87
812,811.95,25.53,221.48,0,3.02,2.6,3.68,170,1351.67,2852.41,75,75,75,75,1.111,-0.001,26.4,23.7,0,170,2852.41,28.44,56.03,10.35,186.57,32658,749.8
812.5,812.45,42.94,219.92,0,2.81,1.98,3.1,170,1352.36,2853.62,75,75,75,75,1.111,-0.001,26.4,23.7,0,170,2853.62,28.45,56.05,10.36,187.06,32690,749.67
