DEPTH,TVD,ROP,WOH,WOB_AVG,TORQUE_SURF,TORQUE_MIN,TORQUE_MAX,TOT BIT_RPM,FLOWIN,SPP_AVG,SPM1,SPM2,SPM3,SPM4,Mud Weight In,Mud Weight Out,Temperature In,Temperature Out,D-Exponent Bit Wear,Total RPM [Surface + DHM],Stand Pipe Pressure,PUMP_TIME,TotalRotaryTime,Bit Time,Bit Run,TotalSurfaceCumRevOnBottom,PSACTIVE
         m,         m,       m/h,      klbm,      klbm,   klbf.ft,   klbf.ft,   klbf.ft,1/min,       gpm,       psi,1/min,1/min,1/min,1/min,g/cm3,g/cm3,      degC,      degC,       Euc,1/min,       psi,         h,         h,         h,         m,       Euc,          bbl
3035,3034.9,10.62,349.17,15.22,8.08,6.89,9.11,178,956.14,4629.51,71,71,71,88,1.481,0,64,40.2,1,178,4629.51,66.79,84.59,26.39,199.47,238235,685.66
3035.5,3035.4,13.31,349.52,14.87,8.95,8.26,9.72,178,956.22,4631.36,71,71,71,88,1.481,0,64,40.2,1,178,4631.36,66.84,84.63,26.43,199.79,238594,684.51
3036,3035.9,15.57,349.43,14.54,9.72,9.25,10.38,177,956.41,4625.17,71,71,71,88,1.481,0,61.1,40.2,1,177,4625.17,66.88,84.67,26.46,200.22,238949,685.16
3036.5,3036.4,16.01,348.51,15.88,9.25,7.5,10.62,179,955.7,4635.43,71,71,71,88,1.481,0,64.9,40.1,1,179,4635.43,66.93,84.71,26.48,200.25,239278,684.17
3037,3036.9,12.38,353.8,10.83,5.42,4.44,6.56,178,956.02,4633.35,71,71,71,88,1.481,0,65.2,40.1,1,178,4633.35,67.01,84.78,26.52,200.5,239691,682.27
3037.5,3037.4,10.77,350.8,13.32,7.6,6.65,8.73,178,955.87,4636.55,71,71,71,88,1.481,0,65.4,40.1,1,178,4636.55,67.08,84.84,26.56,200.58,240179,681.98
3038,3037.9,8.17,347.84,16.55,5.03,3.33,6.51,178,956.14,4630.07,71,71,71,88,1.481,0,65.5,40.1,1,178,4630.07,67.15,84.91,26.62,200.82,240804,682.81
3038.5,3038.4,9.99,348.14,16.25,8.86,7.88,9.44,178,955.91,4640,71,71,71,88,1.481,0,66.2,40.1,1,178,4640,67.25,85,26.7,201.4,241640,681.09
3039,3038.9,14.89,346.62,17.77,8.22,6.94,9.39,177,956.43,4633.81,71,71,71,88,1.481,0,66.2,40.1,1,177,4633.81,67.29,85.04,26.72,201.47,241936,681.3
3039.5,3039.4,13.3,348.16,16.23,7.1,6.66,7.69,177,956.34,4638.08,71,71,71,88,1.481,0,65.2,40,1,177,4638.08,67.35,85.09,26.76,201.78,242360,682.26
3040,3039.9,11.79,348.19,16.2,8.71,7.08,9.49,178,956.32,4638.23,71,71,71,88,1.481,0,66.1,40,1,178,4638.23,67.39,85.13,26.78,201.91,242679,681.29
3040.5,3040.4,11.41,348.65,15.74,6.99,6.8,7.36,178,956.45,4634.11,71,71,71,88,1.481,0,65.7,40,1,178,4634.11,67.45,85.18,26.84,202.44,243257,681.06
3041,3040.9,13.48,348.6,15.79,9.38,7.88,10.38,178,955.96,4634.52,71,71,71,88,1.481,0,65.1,40,1,178,4634.52,67.51,85.24,26.87,202.7,243654,681.24
3041.5,3041.4,14.97,348.69,15.4,9.25,8.26,10.01,178,956.34,4628.26,71,71,71,88,1.481,0,65.9,40,1,178,4628.26,67.55,85.28,26.9,202.82,243941,681.18
3042,3041.9,14.59,348.41,15.88,6.54,5.45,7.36,177,956.25,4629.74,71,71,71,88,1.481,0,65.5,40,1,177,4629.74,67.61,85.32,26.93,202.83,244297,678.86
3042.5,3042.4,12.69,347.46,16.34,8.17,6.47,9.39,177,955.48,4633.09,71,71,71,88,1.481,0,64.7,40,1,177,4633.09,67.66,85.37,26.95,202.9,244620,680.18
3043,3042.9,11.74,347.16,16.1,7.63,5.4,8.69,178,956.23,4632,71,71,71,88,1.481,0,65.3,40,1,178,4632,67.72,85.43,27,203.07,245102,678.86
3043.5,3043.4,15.44,348.14,16.02,7.73,6.56,9.06,179,956.39,4635.18,71,71,71,88,1.481,0,65.7,40,1,179,4635.18,67.77,85.47,27.02,203.09,245390,676.58
3044,3043.9,15.45,348.44,15.95,7.02,6.37,7.93,177,956.33,4630.08,71,71,71,88,1.481,0,65.4,40,1,177,4630.08,67.82,85.52,27.05,203.09,245733,677.27
3044.5,3044.4,13.24,347.65,16.19,8.72,7.22,9.58,177,955.8,4632.7,71,71,71,88,1.481,0,64.5,40,1,177,4632.7,67.88,85.57,27.08,203.27,246071,675.44
3045,3044.9,11.68,347.8,16.51,6.82,6.23,7.36,178,956.47,4625.47,71,71,71,88,1.481,0,65.7,40,1,178,4625.47,67.94,85.62,27.11,203.41,246442,674.93
3045.5,3045.4,11.07,349.14,14.44,8.72,8.07,9.63,178,956.75,4632.54,71,71,71,88,1.481,0,64.9,40.1,1,178,4632.54,67.99,85.67,27.16,203.71,246937,674.45
3046,3045.9,11.89,350.8,13.53,8.21,6.7,10.19,178,955.84,4627.32,71,71,71,88,1.481,0,65.3,40.1,1,178,4627.32,68.05,85.72,27.2,204.15,247422,673.84
3046.5,3046.4,11.56,347.11,17.3,8.86,7.36,10.01,178,955.77,4623.32,71,71,71,88,1.481,0,65.5,40.1,1,178,4623.32,68.09,85.76,27.24,204.49,247819,674.06
3047,3046.9,14.28,346.7,17.69,8.4,7.03,9.49,177,956.56,4620.75,71,71,71,88,1.482,0,65.4,40.1,1,177,4620.75,68.14,85.8,27.26,204.61,248083,672.34
3047.5,3047.4,11.78,348.86,16.32,6.8,5.92,8.17,178,956.31,4625.9,71,71,71,88,1.482,0,65.6,40.1,1,178,4625.9,68.21,85.86,27.29,204.7,248486,671.98
3048,3047.9,10.87,349.53,14.86,7.62,6.51,8.26,178,956.3,4623.32,71,71,71,88,1.482,0,66,40.1,1,178,4623.32,68.27,85.92,27.34,204.98,248990,671.82
3048.5,3048.4,9.96,350.51,13.88,7.74,7.22,8.26,178,956.2,4633.81,71,71,71,88,1.482,0,65.3,40.1,1,178,4633.81,68.32,85.97,27.38,205.26,249443,670.51
3049,3048.9,13.71,347.26,16.84,8.97,8.31,9.91,178,956.2,4622.14,71,71,71,88,1.482,0,66.3,40.1,1,178,4622.14,68.38,86.02,27.41,205.53,249828,669.45
3049.5,3049.4,10.79,348.35,16.85,7.85,7.13,9.02,177,956.21,4621.96,71,71,71,88,1.482,0,65.1,40.1,1,177,4621.96,68.44,86.07,27.45,205.64,250276,669.42
3050,3049.9,9.48,348.16,16.23,6.6,6.04,7.27,178,956.33,4618.72,71,71,71,88,1.482,0,65.9,40.1,1,178,4618.72,68.5,86.13,27.5,205.96,250838,667.26
3050.5,3050.4,9.5,347.24,16.68,8.55,7.5,9.72,178,956.01,4620.99,71,71,71,88,1.482,0,64.7,40.1,1,178,4620.99,68.56,86.18,27.54,206.24,251333,667.1
3051,3050.9,7.3,349.99,14.4,6.96,5.76,7.69,178,955.78,4621.71,71,71,71,88,1.483,0,64.7,37.9,1,178,4621.71,68.69,86.3,27.64,206.42,252364,666.04
3051.5,3051.4,8.33,350.76,13.63,8.36,7.55,8.97,179,956.28,4624.36,71,71,71,88,1.483,0,66.1,37.8,1,179,4624.36,68.74,86.35,27.67,206.64,252773,664.12
3052,3051.9,9.52,348.41,15.98,7.05,6.66,7.55,178,956.38,4618.56,71,71,71,88,1.483,0,64.9,37.8,1,178,4618.56,68.82,86.42,27.74,207.02,253478,664.38
3052.5,3052.4,7.09,349.99,14.52,6.62,5.55,8.45,177,956.21,4613.6,71,71,71,88,1.483,0,64.7,37.8,1,177,4613.6,68.91,86.51,27.82,207.49,254292,663
3053,3052.9,6.76,348.66,15.73,7.03,5.64,8.35,177,955.65,4615.73,71,71,71,88,1.483,0,65.2,37.8,1,177,4615.73,68.99,86.58,27.88,207.83,255033,662.14
3053.5,3053.4,8.23,348.84,15.48,6.55,5.33,7.65,179,955.86,4617.63,71,71,71,88,1.483,0,64.4,37.9,1,179,4617.63,69.07,86.65,27.93,207.89,255561,663.69
3054,3053.9,9.74,346.03,18.36,6.32,5.92,6.65,178,955.7,4621.51,71,71,71,88,1.483,0,63.7,37.9,1,178,4621.51,69.13,86.7,27.97,208.03,256023,664.23
3054.5,3054.4,9.21,347.98,16.37,7.51,6.28,8.45,178,956.22,4627.96,71,71,71,88,1.484,0,65.8,38,1,178,4627.96,69.21,86.77,28.02,208.39,256606,665.28
3055,3054.9,8.02,347.15,17.24,7.25,6.37,7.83,177,956.01,4634.11,71,71,71,88,1.484,0,66.8,38.1,1,177,4634.11,69.3,86.86,28.09,208.6,257338,664.39
3055.5,3055.4,7.57,348.01,16.38,6.45,5.43,7.55,177,956.51,4630.08,71,71,71,88,1.484,0,67.3,38.2,1,177,4630.08,69.37,86.92,28.14,208.87,257960,663.76
3056,3055.9,6.79,363.2,0.89,5.99,5.52,6.18,139,955.45,4735.63,71,71,71,0,1.485,0,66.3,38.4,1,139,4735.63,69.79,88.61,28.22,209.31,258807,671.42
3056.5,3056.4,7.18,356.78,7.68,8.03,4.72,10.1,180,955.77,4691.38,71,71,71,88,1.485,0,64.5,38.3,1,180,4691.38,69.87,88.68,28.28,209.8,259419,656.02
3057,3056.9,9.9,354.46,9.93,6.66,3.61,8.73,178,956.17,4697.42,71,71,71,88,1.485,0,59.5,38.3,1,178,4697.42,69.92,88.73,28.32,210.16,259874,657.48
3057.5,3057.4,13,350.07,14.32,10.28,8.78,11.56,178,956.8,4701.82,71,71,71,88,1.485,0,60.1,38.3,1,178,4701.82,69.96,88.76,28.36,210.51,260271,654.27
3058,3057.9,15.76,350.4,13.99,10.81,10.34,11.09,177,955.98,4692.69,71,71,71,88,1.485,0,62,38.3,1,177,4692.69,69.98,88.79,28.39,211,260568,654.57
3058.5,3058.4,14.82,355.79,8.6,6.86,4.46,8.4,177,955.96,4693.35,71,71,71,88,1.485,0,64.6,38.3,1,177,4693.35,70.03,88.83,28.43,211.36,260994,654.18
3059,3058.9,17.35,349.79,14.6,9.72,7.13,11.42,179,955.88,4681.97,71,71,71,88,1.485,0,64.1,38.3,1,179,4681.97,70.05,88.86,28.45,211.75,261249,651.81
3059.5,3059.4,15.64,350.38,14.15,9.76,7.08,11.52,178,956.53,4689.25,71,71,71,88,1.485,0,66.2,38.3,1,178,4689.25,70.1,88.91,28.49,212.24,261720,652.02
3060,3059.9,11.37,350.89,13.5,8.98,8.36,9.39,177,955.29,4686.76,71,71,71,88,1.485,0,65.6,38.2,1,177,4686.76,70.16,88.96,28.53,212.58,262173,652.28
3060.5,3060.4,12.54,354.87,9.52,7.98,4.23,9.49,178,955.84,4693.62,71,71,71,88,1.485,0,66.2,38.2,1,178,4693.62,70.2,89,28.58,213.02,262627,652.59
3061,3060.9,12.58,349.83,14.56,10.01,6.89,11.7,177,955.8,4681.37,71,71,71,88,1.484,0,65.7,38.2,1,177,4681.37,70.24,89.04,28.61,213.52,263021,651.16
3061.5,3061.4,13.54,353.75,10.64,9.65,8.16,11.13,149,954.72,4759.58,71,71,71,88,1.484,0,64.3,38.2,1,149,4759.58,70.32,89.11,28.65,213.94,263401,653.34
3062,3061.9,11.33,352.02,12.37,8.14,7.79,8.5,150,955.97,4714.71,71,71,71,88,1.484,0,63.2,38.2,1,150,4714.71,70.36,89.15,28.68,214.24,263715,652.46
3062.5,3062.4,9.38,351.92,12.25,7.67,5.69,8.88,180,955.58,4697.39,71,71,71,88,1.484,0,63.4,38.1,1,180,4697.39,70.43,89.22,28.74,214.78,264290,651.88
3063,3062.9,11.13,353.8,10.59,7.62,7.08,8.35,179,956.4,4691.2,71,71,71,88,1.484,0,62.9,38,1,179,4691.2,70.47,89.26,28.79,215.21,264766,652.16
3063.5,3063.4,13.1,352.13,12.26,7.46,4.13,9.39,180,955.61,4681.6,71,71,71,88,1.484,0,63.5,38,1,180,4681.6,70.52,89.31,28.83,215.59,265212,651.79
3064,3063.9,9.42,353.35,11.04,4.53,3.4,5.47,179,955.66,4672.85,71,71,71,88,1.483,0,63.8,37.9,1,179,4672.85,70.6,89.38,28.88,215.7,265842,650.32
3064.5,3064.4,5.72,354.33,8.72,6.07,4.63,6.94,180,955.89,4679.94,71,71,71,88,1.483,0,63.6,37.8,1,180,4679.94,70.68,89.46,28.95,215.89,266606,651.39
3065,3064.9,5.4,350.8,13.59,4.51,3.42,5.83,179,955.55,4671.52,71,71,71,88,1.482,0,63.9,37.7,1,179,4671.52,70.83,89.6,29.05,215.99,267736,651.96
3065.5,3065.4,6.35,355.84,8.55,6.48,3.82,8.78,178,956.06,4667.09,71,71,71,88,1.482,0,64,37.7,1,178,4667.09,70.95,89.7,29.15,216.46,268813,652.37
3066,3065.9,10.33,351.8,12.59,7.98,5.74,9.2,177,956.73,4672.01,71,71,71,88,1.481,0,63.9,37.7,1,177,4672.01,70.99,89.74,29.19,216.8,269201,653.38
3066.5,3066.4,8.73,358.91,5.17,4.29,3.66,5.29,180,955.76,4675.29,71,71,71,88,1.48,0,61.9,37.6,1,180,4675.29,71.25,90.03,29.28,217.21,270121,644.84
3067,3066.89,5.89,352.24,12.14,7.81,6.04,9.11,179,955.85,4659.9,71,71,71,88,1.48,0,63.3,37.5,1,179,4659.9,71.36,90.14,29.35,217.35,270890,642.98
3067.5,3067.39,10.27,352.68,12.05,7.97,7.69,8.12,180,956.47,4661.11,71,71,71,88,1.48,0,63.5,37.5,1,180,4661.11,71.41,90.19,29.39,217.79,271346,639.68
3068,3067.89,12.45,357.59,6.8,6.34,2.46,9.06,179,955.93,4663.51,71,71,71,88,1.48,0,65,37.4,1,179,4663.51,71.46,90.23,29.43,218.15,271805,639.22
3068.5,3068.39,10.42,356.08,8.32,7.63,3.71,9.68,179,955.58,4656.65,71,71,71,88,1.48,0,64.9,37.4,1,179,4656.65,71.5,90.28,29.48,218.67,272297,398.47
3069,3068.89,9.8,356.55,7.84,6.17,3.28,7.84,179,955.88,4654.54,71,71,71,88,1.48,0,64.2,37.4,1,179,4654.54,71.56,90.33,29.53,219.09,272798,399.76
3069.5,3069.39,10.8,353.81,11.43,7.71,4.89,9.02,179,956.36,4662.65,71,71,71,88,1.479,0,63.1,37.4,1,179,4662.65,71.6,90.37,29.57,219.51,273210,399.6
3070,3069.89,12.06,354.88,9.51,6.84,4.67,8.73,178,956.4,4652.47,71,71,71,88,1.479,0,63.8,37.3,1,178,4652.47,71.66,90.42,29.61,219.86,273708,400.14
3070.5,3070.39,10.68,353.7,10.69,7.07,4.79,7.93,180,957.28,4656.27,71,71,71,88,1.479,0,64.6,37.3,1,180,4656.27,71.71,90.47,29.66,220.3,274176,397.73
3071,3070.89,10.39,354.2,10.19,7.46,3.92,9.16,179,956.61,4650.57,71,71,71,88,1.479,0,63.9,37.3,1,179,4650.57,71.76,90.52,29.71,220.78,274737,399.05
3071.5,3071.39,11.48,352.64,10.59,7.15,4.96,8.21,179,956.2,4648.35,71,71,71,88,1.479,0,63.6,37.2,1,179,4648.35,71.81,90.57,29.75,221.11,275205,400.64
3072,3071.89,9.23,353.92,10.5,5.25,2.79,7.32,178,956.08,4641.25,71,71,71,88,1.479,0,64,37.2,1,178,4641.25,71.89,90.63,29.81,221.41,275807,398.41
3072.5,3072.39,11.33,353.99,10.4,7.46,4.49,9.06,178,956.07,4636.7,71,71,71,88,1.479,0,64.8,37.2,1,178,4636.7,71.96,90.7,29.84,221.49,276216,394.73
3073,3072.89,14.2,355.67,8.72,7.57,4.18,9.25,179,956.27,4647.79,71,71,71,88,1.479,0,64,37.2,1,179,4647.79,72.01,90.74,29.88,221.66,276621,397.75
3073.5,3073.39,12.01,356.26,8.13,6.81,3.21,9.11,179,956.26,4647.78,71,71,71,88,1.479,0,63.8,37.2,1,179,4647.78,72.06,90.79,29.92,222.03,277060,396.97
3074,3073.89,10.46,354.38,10.01,7.27,3.92,9.11,179,956,4644.53,71,71,71,88,1.479,0,63.8,37.2,1,179,4644.53,72.11,90.84,29.96,222.44,277543,403.77
3074.5,3074.39,10.76,357.74,6.65,7,4.88,9.2,180,956.41,4646.19,71,71,71,88,1.479,0,64,37.1,1,180,4646.19,72.17,90.89,30.01,222.76,278091,394.82
3075,3074.89,12.48,355.1,9.29,7.55,4.06,9.39,179,956.37,4651.1,71,71,71,88,1.479,0,64,37.1,1,179,4651.1,72.21,90.93,30.05,223.27,278532,395.29
3075.5,3075.39,13.99,354.49,9.9,7.13,6.51,7.64,179,956.01,4649.14,71,71,71,88,1.48,0,64.1,37.1,1,179,4649.14,72.26,90.97,30.09,223.67,278911,395.4
3076,3075.89,11.45,356.42,7.97,6.01,3.14,7.6,179,955.62,4641.07,71,71,71,88,1.479,0,64.2,37.1,1,179,4641.07,72.31,91.02,30.13,223.82,279373,394.21
3076.5,3076.39,7.21,353.26,10.83,4.66,2.17,7.93,180,956.04,4640.65,71,71,71,88,1.48,0,64.4,37.1,1,180,4640.65,72.38,91.09,30.18,224.22,279984,397.23
3077,3076.89,7.14,353.6,10.79,8.08,3.02,10.24,179,955.85,4644.78,71,71,71,88,1.48,0,63.8,37.1,1,179,4644.78,72.46,91.16,30.25,224.55,280718,393
3077.5,3077.39,10.18,354.89,9.5,7.01,3.49,9.44,180,956.09,4642.93,71,71,71,88,1.48,0,63.8,37.1,1,180,4642.93,72.53,91.23,30.31,224.84,281413,392.78
3078,3077.89,9.59,356.46,7.93,6.2,2.87,9.06,178,955.95,4641.64,71,71,71,88,1.48,0,64.2,37.1,1,178,4641.64,72.58,91.28,30.36,225.2,281923,394.9
3078.5,3078.39,8.7,354.59,9.8,7.39,4.3,9.16,179,955.94,4641.32,71,71,71,88,1.48,0,63.3,37.1,1,179,4641.32,72.65,91.35,30.42,225.59,282558,390.14
3079,3078.89,10.43,352.58,11.81,7.27,4.86,8.92,179,956.02,4638.24,71,71,71,88,1.48,0,65,37.1,1,179,4638.24,72.7,91.39,30.46,225.96,283065,389.95
3079.5,3079.39,11.38,354.56,9.83,6.42,4.44,7.88,179,955.64,4641.47,71,71,71,88,1.481,0,64.6,37,1,179,4641.47,72.75,91.45,30.51,226.38,283596,391.24
3080,3079.89,11.06,354.33,10.06,7.53,3.61,10.24,179,956.53,4638.9,71,71,71,88,1.481,0,64.1,37,1,179,4638.9,72.81,91.5,30.54,226.61,283986,388.81
3080.5,3080.39,8.05,351.61,12.6,4.83,1.35,9.34,179,956.16,4632.28,71,71,71,88,1.481,0,64.1,37,1,179,4632.28,72.88,91.57,30.61,227.02,284707,390.84
3081,3080.89,5.24,354.41,9.98,6.46,2.09,9.25,179,955.99,4634.4,71,71,71,88,1.481,0,63.9,37,1,179,4634.4,72.95,91.64,30.67,227.36,285387,391.16
3081.5,3081.39,7.06,352.75,11.64,7.26,5.45,8.59,179,956.03,4629.38,71,71,71,88,1.482,0,63.9,37.1,1,179,4629.38,73.09,91.77,30.79,227.7,286666,387.99
3082,3081.89,10.47,356.06,8.33,6.9,4.56,8.4,179,956.1,4624.14,71,71,71,88,1.482,0,64.4,37.1,1,179,4624.14,73.15,91.82,30.83,227.87,287095,387.74
3082.5,3082.39,11.03,354.5,9.89,7.47,6.94,7.88,179,956.57,4629.9,71,71,71,88,1.482,0,64.8,37.1,1,179,4629.9,73.19,91.86,30.87,228.28,287552,385.83
3083,3082.89,10.93,354.38,10.01,7.33,3.49,9.25,178,956.21,4629.22,71,71,71,88,1.482,0,64.1,37.1,1,178,4629.22,73.24,91.91,30.92,228.58,288055,382.22
3083.5,3083.39,11.43,353.97,10.42,6.16,2.5,10.43,179,957.25,4623.56,71,71,71,88,1.482,0,63.5,37.1,1,179,4623.56,73.29,91.96,30.96,229.03,288482,383.92
3084,3083.89,9.21,368.82,4.11,5.54,1.39,9.06,179,956.29,4689.45,71,71,71,88,1.483,0,64.3,37.1,1,179,4689.45,73.36,92.03,31.02,229.31,289138,382.35
3084.5,3084.39,7.08,356.12,8.28,6.01,2.7,8.68,179,956.06,4625.6,71,71,71,88,1.483,0,64.5,37.2,1,179,4625.6,73.56,92.21,31.08,229.7,289792,384.3
3085,3084.89,8.03,351.71,12.68,6.75,4.67,8.35,177,955.53,4634.61,71,71,71,88,1.484,0,64.5,37.2,1,177,4634.61,73.62,92.27,31.14,230.13,290361,381.75
3085.5,3085.39,6.64,355.44,8.95,6.24,3.66,7.36,160,956.56,4652.65,71,71,71,89,1.485,0,59.8,37.3,1,160,4652.65,73.9,92.57,31.21,230.49,290946,379.37
3086,3085.89,8.64,354.29,10.1,7.65,3.59,9.58,179,955.77,4645.89,71,71,71,89,1.485,0,64.6,37.3,1,179,4645.89,73.94,92.61,31.25,230.93,291349,380.77
3086.5,3086.39,13.15,353.39,10.07,7.54,4.86,9.11,179,956.5,4631.22,71,71,71,89,1.485,0,63.3,37.4,1,179,4631.22,73.99,92.66,31.29,231.52,291773,377.96
3087,3086.89,11.59,354.28,10.11,7.51,2.95,10.62,178,955.97,4630.42,71,71,71,89,1.486,0,64.7,37.4,1,178,4630.42,74.04,92.71,31.34,231.93,292276,376.81
3087.5,3087.39,12.96,352.77,11.62,8.19,3.28,10.67,180,956.66,4631.38,71,71,71,89,1.486,0,63.5,37.4,1,180,4631.38,74.08,92.74,31.36,232.05,292566,375.51
3088,3087.89,11.04,355.21,9.18,6.06,2.99,7.88,178,956.43,4623.98,71,71,71,89,1.486,0,64,37.5,1,178,4623.98,74.15,92.81,31.43,232.35,293252,376.61
3088.5,3088.39,9.17,356.99,7.4,6.43,3.56,8.64,178,956.02,4625.28,71,71,71,89,1.486,0,63.3,37.5,1,178,4625.28,74.21,92.86,31.47,232.7,293759,374.15
3089,3088.89,9.46,356.31,8.08,6.8,3.25,9.96,179,956.35,4627.24,71,71,71,89,1.487,0,63.8,37.5,1,179,4627.24,74.26,92.92,31.52,233.19,294328,373.64
3089.5,3089.39,8.94,355.44,8.95,7.45,2.41,9.96,180,955.87,4623.81,71,71,71,89,1.487,0,63.3,37.6,1,180,4623.81,74.33,92.98,31.58,233.58,294933,376.01
3090,3089.89,9.97,355.01,9.38,6.9,2.38,9.63,178,956.39,4622,71,71,71,89,1.487,0,63.8,37.6,1,178,4622,74.38,93.03,31.62,233.8,295410,375.42
3090.5,3090.39,8.15,353.92,10.39,4.33,3.11,5.69,180,956.32,4623.06,71,71,71,89,1.488,0,64.2,37.7,1,180,4623.06,74.48,93.12,31.7,234.05,296245,375.39
3091,3090.89,5.93,356.69,7.62,6.14,4.01,7.46,180,956.1,4625.65,71,71,71,89,1.488,0,64,37.4,1,180,4625.65,74.58,93.21,31.78,234.4,297176,374.92
3091.5,3091.39,6.39,356.5,7.89,5.9,1.25,9.68,179,956.32,4623.87,71,71,71,89,1.488,0,64,37.2,1,179,4623.87,74.65,93.27,31.84,234.63,297852,372.9
3092,3091.89,9.57,356.46,7.7,5.98,1.45,9.49,179,956.1,4623.48,71,71,71,89,1.489,0,64.3,37.1,1,179,4623.48,74.73,93.34,31.88,234.82,298353,373.57
3092.5,3092.39,9.68,355.55,8.84,6.88,1.89,9.3,179,956.15,4623.68,71,71,71,89,1.489,0,64.7,37.2,1,179,4623.68,74.8,93.41,31.95,235.15,299084,370.7
3093,3092.89,6.57,355.23,9.15,5.36,2.05,9.96,179,956.15,4621.49,71,71,71,89,1.489,0,64.4,37.2,1,179,4621.49,74.89,93.5,32.02,235.46,299808,371.57
3093.5,3093.39,6.66,355.78,8.61,6.34,2.74,9.35,180,956.34,4622.6,71,71,71,89,1.49,0,65.8,37.4,1,180,4622.6,74.99,93.58,32.09,235.63,300545,369.35
3094,3093.89,10.34,353.24,11.15,7.79,3.56,10.72,178,956.68,4618.06,71,71,71,89,1.49,0,65,37.4,1,178,4618.06,75.04,93.63,32.13,235.96,300998,365.47
3094.5,3094.39,12.88,350.39,13.39,7.79,4.75,9.82,179,956.63,4624.1,71,71,71,89,1.49,0,65,37.5,1,179,4624.1,75.08,93.67,32.16,236.36,301383,370.11
3095,3094.89,11.47,352.8,11.59,7.53,3.38,9.77,180,956.26,4625.42,71,71,71,89,1.49,0,64.3,37.6,1,180,4625.42,75.13,93.72,32.21,236.85,301898,369.26
3095.5,3095.39,11.2,352.35,12.04,7.21,5,8.73,179,955.82,4615.69,71,71,71,89,1.491,0,64.7,37.6,1,179,4615.69,75.17,93.76,32.25,237.2,302313,368.6
3096,3095.89,9.26,351.42,12.82,6.72,3.66,8.73,179,956.07,4618.06,71,71,71,89,1.491,0,65.5,37.7,1,179,4618.06,75.25,93.84,32.33,237.77,303160,365.28
3096.5,3096.39,8.73,350.26,14.13,7.76,4.32,9.35,178,956.58,4618.46,71,71,71,89,1.491,0,64.9,37.8,1,178,4618.46,75.31,93.89,32.37,238.05,303625,365.99
3097,3096.89,10.19,353.53,10.86,7.81,4.34,9.91,179,955.82,4625.42,71,71,71,89,1.491,0,64,37.9,1,179,4625.42,75.36,93.94,32.42,238.42,304141,365.82
3097.5,3097.39,9.82,373.38,0,2.44,2.06,2.81,120,955.75,4729.47,71,71,71,0,1.494,0,67.8,38.4,1,120,4729.47,75.7,94.8,32.48,238.61,304785,365.17
3098,3097.89,9.48,360.3,3.69,6.6,3.52,8.49,178,956.07,4681.88,71,71,71,0,1.494,0,65.1,38.4,1,178,4681.88,75.76,94.85,32.5,238.66,305049,364.41
3098.5,3098.39,8.51,358.73,5.79,5.35,3.52,7.6,179,955.72,4676.88,71,71,71,88,1.495,0,64.2,38.6,1,179,4676.88,75.86,94.93,32.56,238.88,305702,352.73
3099,3098.89,8.21,353.63,10.66,8.51,3.94,11.05,178,955.69,4677.36,71,71,71,88,1.495,0,65.4,38.8,1,178,4677.36,75.92,95,32.62,239.17,306340,352.48
3099.5,3099.39,8.23,357.17,7.22,6.23,2.1,9.49,180,956.02,4667.03,71,71,71,88,1.495,0,65.3,38.9,1,180,4667.03,75.98,95.05,32.67,239.42,306862,352.61
3100,3099.89,6.67,353.66,10.8,5.03,2.49,7.79,179,955.72,4664.88,71,71,71,88,1.495,0,64.5,39.2,1,179,4664.88,76.12,95.18,32.75,239.94,307736,353.78
3100.5,3100.39,7.24,357.26,16.21,7.24,4.16,9.25,178,956.39,4671.97,71,71,71,88,1.495,0,63.9,39.3,1,178,4671.97,76.19,95.25,32.82,240.23,308463,355.88
3101,3100.89,9.42,353.41,20.35,8.54,6.05,10.06,180,955.65,4676.8,71,71,71,88,1.495,0,63,39.4,1,180,4676.8,76.26,95.32,32.87,240.63,309089,352.68
3101.5,3101.39,9.31,354.61,18.7,6.15,3.56,7.74,178,955.83,4681.78,71,71,71,88,1.495,0,64,39.5,1,178,4681.78,76.31,95.36,32.91,240.98,309549,357.02
3102,3101.89,10.43,358.12,15.35,8.01,4.96,9.49,180,955.69,4691.9,71,71,71,88,1.495,0,64.2,39.6,1,180,4691.9,76.37,95.42,32.97,241.36,310172,356.08
3102.5,3102.39,12.2,355.45,18.02,8.69,4.96,10.57,178,955.58,4690.65,71,71,71,88,1.495,0,63.9,39.6,1,178,4690.65,76.41,95.46,33,241.69,310530,352.38
3103,3102.89,14.02,357.08,15.39,9.1,4.58,11.42,178,956.32,4693.3,71,71,71,88,1.496,0,64.1,39.6,1,178,4693.3,76.46,95.5,33.04,242.03,310941,354.51
3103.5,3103.39,14.69,355.84,17.63,8.3,3.4,11.09,179,956.03,4694.98,71,71,71,88,1.496,0,62.6,39.7,1,179,4694.98,76.5,95.54,33.08,242.4,311355,354.42
3104,3103.89,13.7,356.72,15.44,7.42,3.76,9.63,179,955.82,4690.72,71,71,71,88,1.496,0,63.9,39.8,1,179,4690.72,76.53,95.57,33.11,242.84,311680,354.15
3104.5,3104.39,14.76,355.58,15.59,6.75,6.42,8.03,179,956.56,4699.6,71,71,71,88,1.496,0,63.9,39.8,1,179,4699.6,76.58,95.61,33.14,243.01,312002,354.7
